"word","length","n_synsets","n_synonyms","n_consonants","n_vowels","n_hypernyms","n_hyponyms","n_consonantconjuncts","n_syllables","frequency","label","avg_simplicity_rank"
"साइज",0,0,0,0,0.333333333333333,0,0,0,0,0.007504905603464,0,4.8
"साइज़",0.25,0,0,0,0.666666666666667,0,0,0,0,0.001771358816811,0,4.4
"अनुगमन",0.5,1,1,0.5,0.4,1,0.636363636363636,0,1,0.001766075969959,0,3.28571428571429
"नक़ल",0.166666666666667,0.8,0.289855072463768,0,0.2,0.3875,1,0,0,1.56814470839369E-05,0,4.46666666666667
"नकल",0,0.8,0.289855072463768,0,0,0.3875,1,0,0.333333333333333,0.376228265972208,0,4.33333333333333
"अनुकार",0.5,0,0,0,0.6,0,0,0,0.666666666666667,0.000542970105281,0,2.90909090909091
"पालक",0,0.333333333333333,0.222222222222222,0,0,0.24,0,0,0,1,0,3.75
"वयोधा",0.166666666666667,1,1,0,0.333333333333333,1,1,0,0.25,0,0,4.5
"वेध",0,1,1,0,0,1,1,0,0,0.009162134717495,0,4.22222222222222
"देखरेख",0.428571428571429,0.111111111111111,0.071428571428572,0.4,0.4,0.067226890756303,0.001855287569573,0,0.5,0.160485594122306,0,5
"नज़र",0.142857142857143,1,0.557142857142857,0.2,0.2,1,0.070500927643785,0,0,0.000586538193509,0,5
"नजर",0,1,0.557142857142857,0.2,0,1,0.070500927643785,0,0.25,0.928194577498591,0,4.75
"संभार",0.285714285714286,0.888888888888889,1,0.2,0.4,0.579831932773109,1,0,0.25,0.001523433657618,0,3.6875
"सम्भार",0.428571428571429,0.888888888888889,1,0.4,0.4,0.579831932773109,1,0.5,0.25,0.000232094153437,0,3.1875
"अवेक्षण",0.571428571428571,0.111111111111111,0.035714285714286,0.4,0.6,0.067226890756303,0.003710575139147,0.5,0.5,4.68086678885289E-05,0,3.33333333333333
"मुलाहजा",0.571428571428571,0.111111111111111,0.107142857142857,0.4,0.6,0.008403361344538,0.003710575139147,0,0.5,0.001074644714793,0,4
"मुलाहिजा",0.714285714285714,0.111111111111111,0.107142857142857,0.4,0.8,0.008403361344538,0.003710575139147,0,0.75,0.006612958854089,0,4
"बंधन",0.666666666666667,0.333333333333333,0.2,0.666666666666667,0.333333333333333,0.047619047619048,1,0,1,0.535726277342374,0,4.5
"बन्धन",1,0.333333333333333,0.2,1,0.333333333333333,0.047619047619048,1,1,1,0.094680793084463,0,4.16666666666667
"बद्धी",1,0,0,0.666666666666667,0.666666666666667,0,0,1,1,0.000916905444126,0,4
"वर्जन",0,0.166666666666667,0.21875,0.333333333333333,0,0.047058823529412,0.048543689320388,1,0,0.028826704010351,0,3.85714285714286
"सुधार",0,0.166666666666667,0.109375,0,0.333333333333333,0.176470588235294,0.097087378640777,0,0,1,0,5
"उद्धार",0.25,1,1,0,0.666666666666667,1,0.41747572815534,1,0,0.061200946674995,0,4
"शिष्टि",0.25,0.5,0.59375,0,0.666666666666667,0.329411764705882,0.980582524271845,1,0,4.9712338563569E-06,0,3.75
"जिंदगी",0.5,0.666666666666667,0.602941176470588,0.6,0.5,0.847058823529412,0.234042553191489,0,0.333333333333333,0.182004770466728,0,4.5
"जीवन",0.25,1,1,0.6,0,1,1,0,0.333333333333333,0.906759839023952,0,4.75
"ज़िंदगी",0.625,0.5,0.514705882352941,0.6,0.75,0.764705882352941,0.202127659574468,0,0.333333333333333,0.039782784375463,0,4.5
"ज़िंदगानी",0.875,0.333333333333333,0.426470588235294,0.8,1,0.658823529411765,0.180851063829787,0,1,0.000219508580409,0,4
"जिन्दगी",0.625,0.666666666666667,0.602941176470588,0.8,0.5,0.847058823529412,0.234042553191489,1,0.333333333333333,0.04831705427874,0,4.5
"जिंदगानी",0.75,0.333333333333333,0.426470588235294,0.8,0.75,0.658823529411765,0.180851063829787,0,1,0.001118515059407,0,4.5
"ज़िन्दगी",0.75,0.5,0.514705882352941,0.8,0.75,0.764705882352941,0.202127659574468,1,0.333333333333333,0.048765858446327,0,4
"ज़िन्दगानी",1,0.333333333333333,0.426470588235294,1,1,0.658823529411765,0.180851063829787,1,1,0.000244675169245,0,4
"जिन्दगानी",0.875,0.333333333333333,0.426470588235294,1,0.75,0.658823529411765,0.180851063829787,1,1,2.37684450124015E-05,0,4.5
"जीवनकाल",0.625,0.166666666666667,0.352941176470588,1,0.25,0.2,0,0,1,0.004633448633594,0,4
"आइ",0,0,0.132352941176471,0,0.25,0.176470588235294,0,0,0,0.000996876546697,0,4.5
"प्रकार",0.6,1,0.681818181818182,1,0.5,1,0,1,0.666666666666667,0.631697185486606,0,3.38888888888889
"तरह",0,0.5,0.227272727272727,0.5,0,0.636363636363636,0,0,0.333333333333333,1,0,4.22222222222222
"किस्म",0.4,0,0,0.5,0.5,0,0,1,0,0.033785168764519,0,3.27777777777778
"क्वालिटी",1,0.25,0.090909090909091,1,1,0.295454545454545,0.076923076923077,1,1,0,0,3.94444444444444
"लौट",0,0,0,0,0,0,0,0,0,1,0,5
"रोब",0,1,1,0,0,1,1,0,0,0.016378001853319,0,4.2
"रौब",0,1,1,0,0,1,1,0,0,0.019905943150303,0,4.6
"दबदबा",0.5,0,0.4375,1,0,0.6,1,0,0.666666666666667,0.044006496914785,0,4.6
"बोलबाला",1,0,0.4375,1,1,0.6,1,0,1,0.033400212358916,0,4.6
"रुआब",0.25,0,0.4375,0,0.5,0.6,1,0,0,0.001730443012378,0,3.8
"रोआब",0.25,0,0.4375,0,0.5,0.6,1,0,0,0.000127786560914,0,4
"धाँक",0.25,0.5,0.5,0,0.5,0.666666666666667,1,0,0,0,0,4
"अतीत",0,0,0,0,0,0,0,0,0,0.047861383330069,0,5
"अतीतकाल",0.75,0,0,0.666666666666667,1,0,0,0,1,3.54578794161945E-05,0,5
"भूतकाल",0.5,1,0.333333333333333,0.666666666666667,0,0.041666666666667,1,0,0.5,0.003961151671923,0,5
"पूर्वकाल",1,1,1,1,1,1,0,1,0.5,0.00108062108697,0,4.66666666666667
"परंपरा",0.333333333333333,0,0,0.25,0.4,0,0,0,0.4,0.138265279119957,0,4.66666666666667
"परम्परा",0.444444444444444,0,0,0.5,0.4,0,0,0.5,0.4,0.066603026127251,0,4.16666666666667
"चलन",0,1,0.7,0,0,1,0,0,0.2,0.039595653886941,0,4.66666666666667
"प्रथा",0.222222222222222,0,0,0,0.4,0,0,0.5,0.2,0.047863696861947,0,3.66666666666667
"रस्म",0.111111111111111,1,0.2,0,0.2,0.533333333333333,1,0.5,0,0.03224301538546,0,4.22222222222222
"रिवाज",0.222222222222222,0,0,0,0.4,0,0,0,0.2,0.027862011106385,0,4.66666666666667
"दस्तूर",0.333333333333333,0,0,0.25,0.4,0,0,0.5,0.2,0.004882810585761,0,4
"परिपाटी",0.444444444444444,0,0,0.25,0.6,0,0,0,0.6,0.005165076633272,0,3.33333333333333
"चित्र",0.2,1,1,0.333333333333333,0.333333333333333,0.51219512195122,0.852631578947368,1,0,0.797823512429076,0,4.5
"तस्वीर",0.4,0.75,0.8,0.666666666666667,0.333333333333333,0.463414634146341,0.673684210526316,1,0,1,0,4.5
"तसवीर",0.2,0.75,0.8,0.666666666666667,0,0.463414634146341,0.673684210526316,0,0.5,0.020886974658709,0,5
"आलेख्य",0.4,0.25,0.25,0.333333333333333,0.666666666666667,0.121951219512195,1,1,0.5,0.000263366318292,0,4
"पेन्टिंग",0.8,0.75,0.75,0.666666666666667,1,1,0.178947368421053,1,0,0.004253690817541,0,4.5
"पेंटिंग",0.6,0.75,0.75,0.333333333333333,1,1,0.178947368421053,0,0,0.173919922517553,0,4.5
"पिक्चर",0.4,0.5,0.5,0.666666666666667,0.333333333333333,0.24390243902439,0.452631578947369,1,0,0.063633057395795,0,5
"फोटो",0,0.25,0.6,0,0.333333333333333,0.097560975609756,0.273684210526316,0,0,0.881966498353199,0,5
"विडियो",0.4,0,0,0.333333333333333,0.666666666666667,0,0,0,0.5,0.100717050723826,0,4.5
"भूषण",0,0,0,0,0,0,0,0,0,1,0,3.8
"आभूषण",0.25,0,0,0,0.5,0,0,0,1,0.65611451637016,0,4.4
"गहना",0,0,0,0,0,0,0,0,0,0.00381222903274,0,4.6
"ज़ेवर",0.25,0,0,0,0.5,0,0,0,0,0.01610853640305,0,4.6
"जेवर",0,0,0,0,0,0,0,0,0,0.478509493197787,0,4.8
"विभूषण",0.5,0,0,0.5,0.5,0,0,0,1,0.056585438780087,0,4
"अलंकार",0.5,0.076923076923077,0.018087855297158,0,1,0.03968253968254,0.030909090909091,0,1,0.185229481237853,0,3.4
"अभरन",0,0.038461538461539,0.041343669250646,0,0,0.031746031746032,0,0,1,0.000336373149948,0,3.4
"अभूखन",0.25,0,0,0,0.5,0,0,0,1,0,0,4
"अभ्यंजन",0.75,0.115384615384615,0.090439276485788,0.5,1,0.099206349206349,0.01,0.5,1,0.000118361961919,0,3.8
"आहरण",0,0.192307692307692,0.121447028423773,0,0,0.162698412698413,0.013636363636364,0,1,0.041618268850968,0,3.71428571428571
"सारंग",0.25,1,1,0,0.5,1,1,0,0,0.062743235238136,0,3.04166666666667
"जूलरी",0.25,0,0,0,0.5,0,0,0,0,0.100911944984303,0,4.4
"ढाढ़स",0.2,0,0,0.333333333333333,0.333333333333333,0,0,0,0,0.000400685974388,0,3.33333333333333
"सांत्वना",0.8,0,0,0.666666666666667,1,0,0,0.5,0.5,0.111567002708637,0,4
"दिलासा",0.4,0.5,0.142857142857143,0.333333333333333,0.666666666666667,0.625,0.4,0,1,0.057073710191849,0,5
"सान्त्वना",1,0,0,1,1,0,0,1,0.5,0.00669946949177,0,3.66666666666667
"आश्वास",0.4,1,1,0.333333333333333,0.666666666666667,1,1,0.5,0.5,0.001276450681637,0,3.5
"आश्वासन",0.6,0.5,0.142857142857143,0.666666666666667,0.666666666666667,0.625,0.4,0.5,1,1,0,4.66666666666667
"गिर",0.166666666666667,0,0,0.25,0,0,0,0,0,1,0,
"महिधर",0.5,0.047619047619048,0.036918138041734,0.75,0,0.016085790884719,0,0,0.666666666666667,0.000202525567586,0,3.5
"तुंग",0.333333333333333,0.047619047619048,0.003210272873194,0.25,0.333333333333333,0.03485254691689,0,0,0,0.002858475162824,0,4.5
"अग",0,0.095238095238095,0.240770465489567,0,0,0.010723860589812,0.574401664932362,0,0,0.014384270888317,0,3.23636363636364
"अचल",0.166666666666667,0.047619047619048,0.001605136436597,0.25,0,0.096514745308311,0,0,0.333333333333333,0.029183937202848,0,3.33333333333333
"अलम",0.166666666666667,0.142857142857143,0.067415730337079,0.25,0,0.193029490616622,0.048907388137357,0,0.333333333333333,0.01236679652738,0,4.6
"अवि",0.166666666666667,0.380952380952381,0.425361155698234,0,0.333333333333333,0.243967828418231,0.037460978147763,0,0.333333333333333,0.021145175232931,0,3.5
"भूमिधर",0.666666666666667,0.047619047619048,0.036918138041734,0.75,0.333333333333333,0.016085790884719,0,0,0.666666666666667,0.002356661150087,0,3.5
"जुआ",0,0.5,0.067901234567901,0,0.5,0.26027397260274,0.005673758865248,0,0,0.176300329560109,0,4
"जूआ",0,0.25,0.061728395061728,0,0.5,0.150684931506849,0.005673758865248,0,0,0.002149305058031,0,4.33333333333333
"जूड़",0.25,0,0,0.5,0.5,0,0,0,0,0.010416965181258,0,3.33333333333333
"अभ्यास",0.5,0.666666666666667,0.333333333333333,0.333333333333333,0.75,0.666666666666667,0.30379746835443,0.5,0.5,0.570881705016765,0,4.75
"आदत",0,0.333333333333333,0.277777777777778,0,0.25,0.733333333333333,0,0,0.5,0.152311423356752,0,4.75
"बान",0,0.333333333333333,1,0,0.25,0.133333333333333,0.556962025316456,0,0,0.081777991542726,0,4
"मदद",0,0,0,0,0,0,0,0,0,1,0,4
"सहायता",1,0,0,1,0.666666666666667,0,0,0,1,0.426392701383184,0,4
"सहयोग",0.666666666666667,0.333333333333333,0.25,1,0.333333333333333,0.363636363636364,0,0,1,0.506568621557902,0,4.5
"इम्दाद",1,0,0,0,1,0,0,1,0,9.68429207824908E-05,0,4
"इमदाद",0.666666666666667,0,0,0,0.666666666666667,0,0,0,1,0.002501218885037,0,4
"अयानत",0.666666666666667,0,0,0,0.666666666666667,0,0,0,1,0,0,4
"शिकरत",0.666666666666667,0,0,1,0.333333333333333,0,0,0,1,0.000671221623355,0,4
"राहत",0.333333333333333,1,1,0,0.333333333333333,1,1,0,0,0.491402440883081,0,4
"कुमक",0.333333333333333,0.333333333333333,0.05,0,0.333333333333333,0.454545454545454,0,0,0,0.000207043485811,0,4
"विकलता",0.333333333333333,0,0,0.5,0.25,0,0,0,0.333333333333333,0.002844494164353,0,3.42857142857143
"अकुलाहट",0.5,0.5,0.185567010309278,0.5,0.5,0.188235294117647,0.053571428571429,0,0.666666666666667,0.022689446526902,0,2.875
"अशान्ति",0.5,0.5,0.185567010309278,0.25,0.75,0.352941176470588,0.080357142857143,0.5,0.333333333333333,0.207451078975574,0,4.85714285714286
"आकुलता",0.333333333333333,0.25,0.041237113402062,0.25,0.5,0.188235294117647,0,0,0.333333333333333,0.002626211638551,0,3.71428571428571
"व्याकुलता",0.833333333333333,0,0,0.75,0.75,0,0,0.5,0.666666666666667,0.010313849344129,0,3.85714285714286
"बेचैनी",0.333333333333333,0.25,0.278350515463918,0.25,0.5,0.070588235294118,0,0,0.333333333333333,0.542797017714991,0,4.90909090909091
"तिलमिलाहट",0.833333333333333,0.25,0.061855670103093,1,0.5,0.176470588235294,0,0,1,0.001964542732215,0,3.71428571428571
"तलमलाहट",0.5,0,0,1,0,0,0,0,1,0,0,3.28571428571429
"परेशानी",0.5,1,0.721649484536082,0.5,0.5,1,0.946428571428571,0,0.666666666666667,0.919470307823489,0,4.14285714285714
"हैरानी",0.333333333333333,0.25,0.195876288659794,0.25,0.5,0.188235294117647,0,0,0.333333333333333,0.258785165540525,0,5
"अचैन",0,0,0,0,0.25,0,0,0,0,8.63568415376811E-05,0,4.14285714285714
"अनचैन",0.166666666666667,0,0,0.25,0.25,0,0,0,0.333333333333333,6.8213289313024E-06,0,3.42857142857143
"अनवस्था",0.5,0.5,0.061855670103093,0.5,0.5,0.482352941176471,0.026785714285714,0.5,0.666666666666667,0.000334245117634,0,3.57142857142857
"अभिताप",0.333333333333333,0,0,0.25,0.5,0,0,0,0.333333333333333,5.45706314504192E-05,0,3.14285714285714
"बेआरामी",0.5,0,0,0.25,0.75,0,0,0,0.333333333333333,0.000238746512596,0,2.85714285714286
"बिकलाई",0.333333333333333,0,0,0.25,0.5,0,0,0,0.333333333333333,0,0,2.71428571428571
"अवसेर",0.166666666666667,1,1,0.25,0.25,0.682352941176471,1,0,0.333333333333333,3.05683990539274E-05,0,3.25
"आकली",0,0.25,0.061855670103093,0,0.25,0.023529411764706,0.017857142857143,0,0,0,0,3
"आतुरी",0.166666666666667,0.25,0.278350515463918,0,0.5,0.070588235294118,0,0,0.333333333333333,0.000346061216267,0,3.36363636363636
"आतुर्य",0.333333333333333,0.25,0.278350515463918,0.25,0.5,0.070588235294118,0,0.5,0.333333333333333,0,0,3.09090909090909
"सोना",0.111111111111111,0.153846153846154,0.133004926108374,0,0.25,0.225641025641026,0.004587155963303,0,0.25,1,0,5
"स्वर्ण",0.333333333333333,0,0,0.4,0.25,0,0,0.666666666666667,0.25,0.318355255855256,0,5
"कंचन",0.111111111111111,0.230769230769231,0.266009852216749,0.2,0,0.061538461538462,0.711009174311927,0,0.25,0.114088679331296,0,5
"हेम",0,0.307692307692308,0.226600985221675,0,0,0.379487179487179,0.018348623853211,0,0,0.083480618733686,0,5
"सुवर्ण",0.333333333333333,0.230769230769231,0.147783251231527,0.4,0.25,0.035897435897436,0.022935779816514,0.333333333333333,0.25,0.022030265393846,0,4.5
"कञ्चन",0.222222222222222,0,0,0.4,0,0,0,0.333333333333333,0.25,0.000117937617938,0,3.5
"शातकुंभ",0.444444444444444,0.230769230769231,0.330049261083744,0.4,0.5,0.38974358974359,0.08256880733945,0,0.5,9.94856779594686E-05,0,3.5
"ज़र",0,0.153846153846154,0.246305418719212,0,0,0.020512820512821,0.688073394495413,0,0,9.86402499558662E-06,0,3.66666666666667
"वर्णि",0.222222222222222,0,0,0.2,0.25,0,0,0.333333333333333,0.25,4.85625485625486E-05,0,3.5
"रसविरोधक",0.555555555555556,0,0,0.8,0.25,0,0,0,1,0,0,3.5
"शतकुंभ",0.333333333333333,0.076923076923077,0.054187192118227,0.4,0.25,0.133333333333333,0,0,0.5,6.93750693750694E-06,0,4
"शतकौंभक",0.444444444444444,0,0,0.6,0.25,0,0,0,0.75,0,0,3.5
"शतखंड",0.222222222222222,0,0,0.4,0,0,0,0,0.5,2.77500277500278E-05,0,4
"गोल्ड",0.222222222222222,0,0,0.2,0.25,0,0,0.333333333333333,0,0.246274558774559,0,5
"अग्नि",0.222222222222222,1,1,0,0.5,1,0.426605504587156,0.333333333333333,0.25,0.380915409842826,0,4.5
"घाटा",0.333333333333333,0,0.487804878048781,0,0.5,0,0.166666666666667,0,0.5,0.215464760780948,0,4.66666666666667
"हर्जा",0.666666666666667,0.25,0.682926829268293,0.5,0.5,0.215189873417722,0.166666666666667,1,0.5,0.002534327397554,0,3.33333333333333
"टूट",0,0.25,0.585365853658537,0,0,0.126582278481013,1,0,0,0.952048916541515,0,4.33333333333333
"टोटा",0.333333333333333,0.25,0.536585365853659,0,0.5,0.151898734177215,0.166666666666667,0,0.5,0.016781538296503,0,4.33333333333333
"छीज",0,0,0.487804878048781,0,0,0,0.166666666666667,0,0,0.004565812057498,0,3.33333333333333
"मरायल",0.666666666666667,0,0.487804878048781,1,0,0,0.166666666666667,0,1,1.34091396695988E-05,0,3.33333333333333
"रेष",0,0.25,0.658536585365854,0,0,0.506329113924051,0.333333333333333,0,0,0.000462615318601,0,4.33333333333333
"अलाभ",0.333333333333333,0,0.487804878048781,0,0.5,0,0.166666666666667,0,0.5,0.000784434670672,0,4.33333333333333
"लक्ष्मी",0.545454545454545,0.1,0.259842519685039,0.666666666666667,0.4,0.054945054945055,1,1,0.25,0.134796878993549,0,5
"माया",0.272727272727273,1,0.748031496062992,0.333333333333333,0.2,1,0.361290322580645,0,0.25,0.293131404878005,0,5
"चंचला",0.363636363636364,0.2,0.299212598425197,0.5,0.2,0.318681318681319,0.032258064516129,0,0.25,0.002050623237487,0,4
"उपचार",0,1,0.666666666666667,0,0,0.03030303030303,1,0,0.5,0.359495853726574,0,4
"चिकित्सा",0.6,1,1,0.333333333333333,1,1,0,0.5,0.5,0.440100930692567,0,3.33333333333333
"रोगोपचार",0.6,0,0,0.666666666666667,0.5,0,0,0,1,0.000604400713446,0,4
"ट्रीटमेंट",0.8,0,0,0.666666666666667,1,0,0,0.5,1,0.055296325412725,0,4
"ट्रीटमेन्ट",1,0,0,1,1,0,0,1,1,0.000604400713446,0,4
"ट्रीटमंट",0.6,0,0,0.666666666666667,0.5,0,0,0.5,1,5.91720978199309E-05,0,3.33333333333333
"ट्रीटमन्ट",0.8,0,0,1,0.5,0,0,1,1,0,0,4
"थेरपी",0,0,0,0,0,0,0,0,0,0.001732897150441,0,5
"थेरेपी",0.2,0,0,0,0.5,0,0,0,0.5,0.016783742888782,0,4.33333333333333
"अत्यन्त",0.6,0,0.449275362318841,0.666666666666667,0.5,0,0,1,0,0.152584871546468,0,4.5
"अत्यधिक",0.6,0,0.449275362318841,0.666666666666667,0.5,0,0,0.5,0.5,0.074173561211644,0,4
"बेहद",0,0.5,1,0.333333333333333,0,0,0,0,0,0.703819931926622,0,4.66666666666667
"बेशुमार",0.6,0.5,0.855072463768116,0.666666666666667,0.5,0,0,0,0.5,0.006973117750367,0,4.5
"बेतहाशा",0.6,0,0.449275362318841,0.666666666666667,0.5,0,0,0,1,0.012156330461542,0,4
"विपुल",0.2,0,0,0.333333333333333,0.25,0.044444444444445,0,0,0,0.01672045879592,0,4
"कितना",0.2,0.5,0.478260869565217,0.333333333333333,0.25,0,0,0,0,1,0,5
"कित्ता",0.4,0.5,0.478260869565217,0.333333333333333,0.5,0,0,0.5,0,0.003284514601584,0,3.5
"बेहिसामाम",1,0,0.449275362318841,1,0.75,0,0,0,1,0,0,4
"इफरात",0.2,0,0.434782608695652,0.333333333333333,0.25,0.4,0.019607843137255,0,0.5,0.001821322356181,0,4
"इफ़रात",0.4,0,0.434782608695652,0.333333333333333,0.5,0.4,0.019607843137255,0,0,0.000558659974589,0,5
"अतिशय",0.2,0,0.449275362318841,0.333333333333333,0.25,0,0,0,0.5,0.007172571712766,0,4
"अवस्था",0.8,0.272727272727273,0.226190476190476,0.666666666666667,1,0.295081967213115,0.656943984090156,1,1,0.039990385146326,0,4.5
"दशा",0.2,0.181818181818182,0.142857142857143,0.333333333333333,0.333333333333333,0.19672131147541,0.657938349353663,0,0,0.352437345722208,0,4.66666666666667
"स्थिति",0.8,0.090909090909091,0.095238095238095,0.666666666666667,1,0.073770491803279,0.659264169705005,1,1,0.552636188747043,0,4.33333333333333
"हालत",0.4,0.181818181818182,0.166666666666667,0.666666666666667,0.333333333333333,0.19672131147541,0.660258534968512,0,0.5,0.255570588927532,0,4.75
"वृत्ति",0.8,0.545454545454545,0.761904761904762,0.666666666666667,1,0.459016393442623,0.705336426914153,1,0.5,0.011954949098809,0,3.55555555555556
"सूरत",0.4,0.272727272727273,0.273809523809524,0.666666666666667,0.333333333333333,0.057377049180328,0.656943984090156,0,0.5,0.103208569614465,0,4.75
"हाल",0.2,1,0.94047619047619,0.333333333333333,0.333333333333333,0.959016393442623,0.67848856479947,0,0,0.411097987994977,0,4.66666666666667
"गति",0.2,0.363636363636364,0.321428571428571,0.333333333333333,0.333333333333333,0.139344262295082,0.65661252900232,0,0,0.307532113270508,0,4.8
"गत",0,0.363636363636364,0.392857142857143,0.333333333333333,0,0.057377049180328,0.662910175671197,0,0,0.260980665479196,0,4
"रूप",0.2,0.636363636363636,1,0.333333333333333,0.333333333333333,1,0.688100762346702,0,0,0.902689629168501,0,4.11111111111111
"अवस्थान",1,0.363636363636364,0.726190476190476,1,1,0.39344262295082,0.805104408352668,1,1,0.000104385695648,0,3.5
"अहवाल",0.6,0.090909090909091,0.238095238095238,0.666666666666667,0.666666666666667,0.040983606557377,0.657938349353663,0,1,0.000285370431918,0,3.42857142857143
"स्टेज",0.6,0.090909090909091,0.095238095238095,0.666666666666667,0.666666666666667,0,0.66191581040769,1,0.5,0.052392517569053,0,4.16666666666667
"स्थानक",0.8,0.636363636363636,0.726190476190476,1,0.666666666666667,0.327868852459016,1,1,1,0.000881361092492,0,3.77777777777778
"उम्र",0.4,0.181818181818182,0.30952380952381,0.333333333333333,0.666666666666667,0.319672131147541,0.001325820351342,1,0.5,0.209344142390172,0,4.14285714285714
"आयु",0.2,0.181818181818182,0.30952380952381,0,0.666666666666667,0.319672131147541,0.001325820351342,0,0.5,0.059396810943632,0,4.57142857142857
"उमर",0.2,0.181818181818182,0.30952380952381,0.333333333333333,0.333333333333333,0.319672131147541,0.001325820351342,0,0.5,0.029619160886899,0,4.71428571428571
"वय",0,0,0,0.333333333333333,0,0.008196721311475,0,0,0,0.002308668780263,0,4.14285714285714
"वयस",0.2,0,0,0.666666666666667,0,0.008196721311475,0,0,0.5,7.38396955919273E-05,0,3.85714285714286
"आयुष्य",0.8,0,0,0.666666666666667,1,0.008196721311475,0,1,1,0.000256867877219,0,4
"आयुष",0.4,0,0,0.333333333333333,0.666666666666667,0.008196721311475,0,0,0.5,0.00756464115479,0,4.28571428571429
"अयुष",0.4,0,0,0.333333333333333,0.666666666666667,0.008196721311475,0,0,0.5,3.14211470603946E-06,0,4.14285714285714
"साधन",0,0.625,0.649484536082474,0.5,0,0.25,1,0,0,0.33029455413168,0,4.25
"जरिया",0.5,0.375,1,0.5,0.5,0.314516129032258,0.401662049861496,0,1,0.028052387605921,0,4.14285714285714
"ज़रिया",1,0.375,1,0.5,1,0.314516129032258,0.401662049861496,0,1,0.005356204935247,0,4.25
"ज़रीया",1,0.375,1,0.5,1,0.314516129032258,0.401662049861496,0,1,2.94296974464127E-06,0,4.32142857142857
"जरीया",0.5,0.375,1,0.5,0.5,0.314516129032258,0.401662049861496,0,1,0,0,4.17857142857143
"ज़रिआ",0.5,0.375,1,0,1,0.314516129032258,0.401662049861496,0,0,0,0,4.39285714285714
"जरिआ",0,0.375,1,0,0.5,0.314516129032258,0.401662049861496,0,0,1.76578184678476E-05,0,3.85714285714286
"ज़रीआ",0.5,0.375,1,0,1,0.314516129032258,0.401662049861496,0,0,0,0,4.28571428571429
"जरीआ",0,0.25,0.597938144329897,0,0.5,0.25,0.277008310249307,0,0,0.00011228633933,0,3.77777777777778
"अनाचार",0.166666666666667,0.333333333333333,1,0,0.666666666666667,0.169230769230769,0,0,0.333333333333333,0.172257024484656,0,5
"फौजी",0,0,0,0,0.333333333333333,0,0,0,0,0.150401606055361,0,5
"योद्धा",0.666666666666667,0.25,0.543478260869565,0.333333333333333,0.666666666666667,0.394736842105263,0.384615384615385,1,0,0.028752769965195,0,5
"फ़ौजी",0.333333333333333,0,0,0,0.666666666666667,0,0,0,0,0.017980954375843,0,5
"लड़ाका",0.666666666666667,0.25,0.543478260869565,0.333333333333333,0.666666666666667,0.394736842105263,0.384615384615385,0,0.333333333333333,0.217855241998952,0,3.5
"जवान",0,0.75,0.456521739130435,0.333333333333333,0,0.736842105263158,0.692307692307692,0,0,0.403168233028128,0,5
"जवाँ",0,0.25,0.217391304347826,0,0.333333333333333,0.157894736842105,0.538461538461538,0,0,0.008151328474354,0,5
"भौंरा",0.25,0.222222222222222,0.13125,0.2,0.6,0.070063694267516,0,0,0.333333333333333,0.012438268060182,0,4
"भँवरा",0.25,0,0.103125,0.4,0.4,0,0,0,0.333333333333333,0.006718732054669,0,5
"भ्रमर",0.25,0,0.103125,0.6,0.2,0,0,0.5,0.666666666666667,0.024807626048007,0,4.5
"अलिंद",0.25,0.222222222222222,0.125,0.2,0.6,0.082802547770701,0,0,0.333333333333333,0.001940967038015,0,3.5
"अली",0,0.333333333333333,0.225,0,0.4,0.331210191082802,0.060240963855422,0,0.333333333333333,0.612008655134964,0,3.875
"भृंग",0.125,0.111111111111111,0.109375,0.2,0.4,0.031847133757962,0,0,0,0.002319972435971,0,4
"मधुकर",0.25,0.111111111111111,0.1625,0.6,0.2,0.095541401273885,0.004016064257028,0,0.666666666666667,0.043964626162858,0,5
"चंचरीक",0.375,0,0.103125,0.6,0.4,0,0,0,0.666666666666667,0.000264155277363,0,3.5
"भ्रमरा",0.375,0.111111111111111,0.109375,0.6,0.4,0.235668789808917,0,0.5,0.666666666666667,9.18800964741013E-05,0,3.5
"बिंगी",0.25,0,0.103125,0.2,0.6,0,0,0,0.333333333333333,8.03950844148386E-05,0,3.5
"मधुरसिक",0.5,0,0.103125,0.8,0.4,0,0,0,1,0,0,3.5
"मधुलिह",0.375,0,0.103125,0.6,0.4,0,0,0,0.666666666666667,0,0,3.5
"मधुवामन",0.5,0,0.103125,0.8,0.4,0,0,0,1,0,0,4
"मधुव्रत",0.5,0,0.103125,0.8,0.4,0,0,0.5,0.666666666666667,2.29700241185253E-05,0,4
"मधुसूदन",0.5,0.222222222222222,0.859375,0.8,0.4,1,0.014056224899598,0,1,0.0459478669766,0,3.16666666666667
"मधुराज",0.375,0,0.103125,0.6,0.4,0,0,0,0.666666666666667,0.000689100723556,0,4
"मलिंद",0.25,0,0.103125,0.4,0.4,0,0,0,0.333333333333333,0.000126335132652,0,4.5
"मलिन्द",0.375,0,0.103125,0.6,0.4,0,0,0.5,0.333333333333333,0,0,3.5
"पद्मबंधु",0.625,0.111111111111111,0.45625,0.8,0.6,0.012738853503185,0.014056224899598,0.5,1,0,0,3.33333333333333
"पद्मबन्धु",0.75,0.111111111111111,0.45625,1,0.6,0.012738853503185,0.014056224899598,1,1,7.7394293149144E-06,0,3.33333333333333
